Loan_ID,Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,Loan_Status
LP001319,0.0,1.0,0.0,0.0,0.040407407407407406,0.0436796505627955,0.11571428571428571,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15550755939524838,0.2831337129393285,0.11111111111111112,0.6426467700765757,0.35735322992342433,0.10101851851851851,0.05976363809505046,0.08831908831908833,1
LP001322,0.0,0.0,1.0,0.0,0.05102469135802469,0.0,0.1742857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2886254267817297,0.3488991047665134,0.07377049180327869,1.0,0.0,0.08469262295081967,0.0,0.050021017234131986,1
LP001325,0.0,0.0,0.0,0.0,0.04469135802469136,0.0,0.03571428571428571,0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06752608962553713,0.13278084714548802,0.12,1.0,0.0,0.36200000000000004,0.0,0.09743589743589744,1
LP001326,0.0,0.0,1.0,0.0,0.0837283950617284,0.0,0.18571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1874242275303909,0.21262164553229135,0.06923076923076923,1.0,0.0,0.13042307692307692,0.0,0.04536489151873767,0
LP001327,1.0,1.0,1.0,0.0,0.030666666666666665,0.05524755801953584,0.1957142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27989042113571994,0.30129544504805683,0.06569343065693431,0.5190137902214793,0.4809862097785207,0.04532846715328467,0.044692578352768506,0.04173685195583005,1
LP001333,0.0,1.0,1.0,0.0,0.02440740740740741,0.02392780857753138,0.07142857142857142,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.164387655981469,0.48486886348352387,0.18,0.6647612642905179,0.3352387357094822,0.09885,0.05303661672134055,0.158974358974359,1
LP001334,0.0,1.0,0.0,0.0,0.0517037037037037,0.0,0.16428571428571428,0.375,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2684919876896954,0.1721585482330468,0.0391304347826087,1.0,0.0,0.09104347826086956,0.0,0.014492753623188404,1
LP001343,0.0,1.0,1.0,0.0,0.02171604938271605,0.08498332013343893,0.18714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24167714884696015,0.2720754716981132,0.06870229007633588,0.3318867924528302,0.6681132075471699,0.03356870229007634,0.07189609278609374,0.04482286161675474,1
LP001345,0.0,1.0,0.0,0.0,0.05293827160493827,0.07831137350901193,0.19,0.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.172221486484498,0.09548404184876175,0.03383458646616541,0.5678718050589326,0.4321281949410674,0.08060150375939851,0.06525534511871488,0.009061114324272219,1
LP001349,0.0,0.0,1.0,0.0,0.05979012345679012,0.09134326925384596,0.21571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17070695391888593,0.16672447681812927,0.05960264900662252,0.559949127066713,0.4400508729332871,0.08018211920529801,0.06704131043508743,0.035489896417048736,1
LP001350,0.0,1.0,1.0,0.0,0.1685185185185185,0.0,0.5571428571428572,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2793650793650793,0.10564102564102563,0.023076923076923078,1.0,0.0,0.0875,0.0,-0.0019723865877712033,1
LP001356,0.0,1.0,1.0,0.0,0.0574320987654321,0.08599131206950344,0.38142857142857145,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3170208459825946,0.17510625379477837,0.033707865168539325,0.5649058894960535,0.4350941105039466,0.04355805243445693,0.03569325912429483,0.008931143762604437,1
LP001357,0.0,1.0,1.0,0.0,0.04711111111111111,0.018095855233158136,0.22857142857142856,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3423292000972526,0.31553610503282276,0.05625,0.8350109409190372,0.1649890590809628,0.059625000000000004,0.012534355882613708,0.03205128205128205,1
LP001367,0.0,1.0,1.0,0.0,0.03767901234567901,0.024719802241582066,0.14285714285714285,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23953399749578091,0.35325820676139147,0.09,0.7476727094561489,0.25232729054385106,0.07629999999999999,0.027396045748736594,0.06666666666666667,1
LP001369,0.0,1.0,1.0,0.0,0.1409506172839506,0.027023783809729522,0.32142857142857145,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17539663557362672,0.11496452204416807,0.04,0.9102288128836802,0.08977118711631986,0.12685555555555555,0.013310872713302007,0.015384615384615384,1
LP001370,0.0,0.0,0.0,0.0,0.09053086419753087,0.0,0.17142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16000727305786627,0.1966453020591845,0.075,1.0,0.0,0.15277083333333333,0.0,0.05128205128205128,0
LP001379,0.0,1.0,1.0,0.0,0.04691358024691358,0.08639930880552955,0.30857142857142855,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2854054054054054,0.19486486486486487,0.04166666666666667,0.5135135135135135,0.4864864864864865,0.04398148148148148,0.044330171114460505,0.017094017094017092,0
LP001384,0.0,1.0,0.0,0.0,0.0255679012345679,0.018095855233158136,0.13428571428571429,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.32534906588003926,0.680589970501475,0.12765957446808512,0.7330973451327434,0.2669026548672566,0.055079787234042554,0.021335073842746737,0.10529187124931806,1
LP001385,0.0,0.0,1.0,0.0,0.06562962962962963,0.0,0.19428571428571428,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25014630883705374,0.27125658389766744,0.0661764705882353,1.0,0.0,0.09772058823529411,0.0,0.04223227752639517,1
LP001387,1.0,1.0,1.0,0.0,0.036160493827160495,0.05599155206758346,0.19857142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25828793445669157,0.27404028886355,0.06474820143884892,0.556632459141011,0.443367540858989,0.05267985611510792,0.044642714766922165,0.0407673860911271,1
LP001391,0.0,1.0,0.0,0.0,0.044098765432098765,0.09873521011831905,0.21714285714285714,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19336745019805127,0.1876138433515483,0.05921052631578947,0.46474108769190736,0.5352589123080926,0.05875,0.07198986472298309,0.03508771929824561,0
LP001392,1.0,0.0,1.0,1.0,0.09198765432098766,0.0,0.27714285714285714,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2545817861882819,0.19353106965507988,0.04639175257731959,1.0,0.0,0.0960180412371134,0.0,0.021940259053661114,1
LP001398,0.0,0.0,1.0,0.0,0.06234567901234568,0.0,0.16857142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22847084708470847,0.2855445544554455,0.07627118644067796,1.0,0.0,0.1069915254237288,0.0,0.05258583224684919,1
LP001401,0.0,1.0,1.0,0.0,0.18003703703703702,0.0,0.2642857142857143,0.375,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12404093045936287,0.04944113008297332,0.024324324324324326,1.0,0.0,0.19706756756756758,0.0,-0.000693000693000693,1
LP001404,1.0,1.0,1.0,0.0,0.03909876543209877,0.05479156166750666,0.22,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.276289500509684,0.2645871559633028,0.05844155844155844,0.5811009174311926,0.4188990825688073,0.05141233766233766,0.03943082363155065,0.034299034299034296,1
LP001405,0.0,1.0,1.0,0.0,0.027333333333333334,0.03355173158614731,0.12142857142857143,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23009720684139287,0.3992248062015504,0.10588235294117647,0.6129568106312292,0.38704318936877075,0.06511764705882353,0.043746055918599376,0.08295625942684766,1
LP001421,0.0,1.0,1.0,0.0,0.06874074074074074,0.051407588739290085,0.25,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22193399625306237,0.18702983138780804,0.05142857142857142,0.7221789883268482,0.27782101167315176,0.07954285714285715,0.03255607766645979,0.027106227106227107,0
LP001422,1.0,0.0,1.0,0.0,0.12849382716049382,0.0,0.37,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24331710649927404,0.13854727132974634,0.03474903474903475,1.0,0.0,0.10046332046332047,0.0,0.00999900999901,1
LP001426,0.0,1.0,1.0,0.0,0.06996296296296296,0.06400748794009647,0.2571428571428571,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21118310535157184,0.1730261579073674,0.05,0.6799856011519079,0.32001439884809213,0.07870833333333334,0.03940952212075539,0.02564102564102564,1
LP001430,1.0,0.0,1.0,0.0,0.0514320987654321,0.0,0.06285714285714286,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10326985651037499,0.3461353816610658,0.20454545454545453,1.0,0.0,0.23670454545454547,0.0,0.18414918414918416,1
LP001431,1.0,0.0,1.0,0.0,0.026382716049382717,0.21551827585379316,0.1957142857142857,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12049613704736489,0.12971125303589098,0.06569343065693431,0.19222811909687865,0.8077718809031214,0.0389963503649635,0.1743437678574549,0.04173685195583005,1
LP001432,0.0,1.0,1.0,0.0,0.036506172839506176,0.0,0.11571428571428571,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2678390260399053,0.4876564085221508,0.11111111111111112,1.0,0.0,0.09126543209876542,0.0,0.08831908831908833,1
LP001439,0.0,1.0,0.0,0.0,0.05308641975308642,0.04833561331509348,0.27714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30042586140147115,0.22838137472283815,0.04639175257731959,0.6810262907823883,0.31897370921761165,0.055412371134020616,0.0276126694715021,0.021940259053661114,1
LP001443,1.0,0.0,1.0,0.0,0.045580246913580244,0.0,0.13285714285714287,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24629830263633076,0.3905742145178765,0.0967741935483871,1.0,0.0,0.09924731182795699,0.0,0.07361455748552523,1
LP001448,0.0,1.0,1.0,0.0,0.2938641975308642,0.0,0.5285714285714286,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1519883114640078,0.060580599084149055,0.024324324324324326,1.0,0.0,0.16083108108108107,0.0,-0.000693000693000693,1
LP001449,0.0,0.0,1.0,0.0,0.04771604938271605,0.03935968512251902,0.15571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19360177616308405,0.26194368755676656,0.08256880733944955,0.7020890099909174,0.29791099000908267,0.08864678899082568,0.04001916364828361,0.05904493060456364,1
LP001451,0.0,1.0,1.0,1.0,0.1297901234567901,0.09239926080591356,0.22857142857142856,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10892184393542048,0.050198426512567014,0.028125,0.7319501496901761,0.26804985030982387,0.164265625,0.06400168454650236,0.003205128205128205,0
LP001465,0.0,1.0,1.0,0.0,0.07506172839506173,0.06165550675594595,0.26,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20575275240554464,0.16672447681812927,0.049450549450549455,0.7029714417851775,0.29702855821482255,0.08351648351648353,0.0375442449207854,0.025077486615948153,0
LP001469,0.0,0.0,1.0,1.0,0.24896296296296297,0.0,0.9285714285714286,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3151619337278367,0.09534199477668684,0.018461538461538463,1.0,0.0,0.07756153846153846,0.0,-0.006706114398422091,1
LP001473,0.0,0.0,1.0,0.0,0.024864197530864197,0.04629562963496292,0.10571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.183503818299659,0.3657113872685772,0.12162162162162163,0.5107785949784428,0.4892214050215572,0.06804054054054054,0.06933478384848188,0.0990990990990991,1
LP001478,0.0,0.0,1.0,0.0,0.033555555555555554,0.0,0.1,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25181914806638866,0.5305371596762326,0.1285714285714286,1.0,0.0,0.09707142857142857,0.0,0.10622710622710624,1
LP001482,0.0,1.0,1.0,1.0,0.0427037037037037,0.0,0.03571428571428571,0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07066910796312356,0.13896116411294207,0.12,1.0,0.0,0.34590000000000004,0.0,0.09743589743589744,1
LP001487,0.0,0.0,1.0,0.0,0.060432098765432096,0.0,0.1457142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2037453183520599,0.29458631256384066,0.08823529411764705,1.0,0.0,0.11997549019607844,0.0,0.06485671191553544,1
LP001488,0.0,1.0,1.0,0.0,0.04938271604938271,0.1859985120119039,0.4142857142857143,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.24132387706855793,0.12272340425531915,0.03103448275862069,0.3404255319148936,0.6595744680851063,0.034482758620689655,0.07108113644215219,0.00618921308576481,0
LP001489,1.0,1.0,1.0,0.0,0.05658024691358025,0.0,0.12,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17921303367517635,0.31464106480471304,0.10714285714285714,1.0,0.0,0.13639880952380953,0.0,0.08424908424908424,0
LP001491,0.0,1.0,1.0,1.0,0.04093827160493827,0.08399932800537596,0.12571428571428572,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12623891497130935,0.21156103286384975,0.10227272727272727,0.4865023474178404,0.5134976525821596,0.09420454545454544,0.1057879083413262,0.07925407925407925,1
LP001492,0.0,0.0,1.0,0.0,0.18517283950617283,0.0,0.3457142857142857,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15775866539250763,0.09613974264950997,0.0371900826446281,1.0,0.0,0.15494834710743802,0.0,0.01250264886628523,0
LP001493,0.0,1.0,0.0,0.0,0.05185185185185185,0.03431972544219646,0.18428571428571427,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2240378922439313,0.2561278863232682,0.06976744186046512,0.7460035523978685,0.2539964476021314,0.08139534883720931,0.029484718462176058,0.04591532498509243,0
LP001497,0.0,1.0,1.0,0.0,0.062246913580246914,0.049991600067199465,0.2642857142857143,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2538791423001949,0.2023859649122807,0.04864864864864865,0.7076491228070175,0.2923508771929825,0.06813513513513514,0.029948025869650126,0.024255024255024255,0
LP001498,0.0,0.0,1.0,0.0,0.06687654320987654,0.0,0.24,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3032428773613931,0.26619900313826844,0.05357142857142857,1.0,0.0,0.08061011904761906,0.0,0.029304029304029304,1
LP001504,0.0,0.0,1.0,1.0,0.08580246913580247,0.0,0.25,0.375,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24620303756994402,0.1037410071942446,0.02571428571428571,1.0,0.0,0.09928571428571428,0.0,0.0007326007326007326,1
LP001507,0.0,1.0,1.0,0.0,0.03330864197530864,0.0488156094751242,0.1742857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25208979055132896,0.3047337278106509,0.07377049180327869,0.5701606086221471,0.42983939137785293,0.05528688524590164,0.04434470559679311,0.050021017234131986,1
LP001508,0.0,1.0,1.0,0.0,0.14514814814814814,0.0,0.2671428571428571,0.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15551964314403713,0.061325167985030196,0.02406417112299465,1.0,0.0,0.15717914438502675,0.0,-0.0009598244892362539,1
LP001514,1.0,1.0,1.0,0.0,0.028765432098765434,0.10766313869489044,0.14285714285714285,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14345331246739695,0.21156103286384975,0.09,0.3418427230046948,0.6581572769953051,0.05825,0.1193190885716819,0.06666666666666667,1
LP001516,1.0,1.0,1.0,0.0,0.18353086419753087,0.0,0.1,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04604092859171562,0.09699986546481905,0.1285714285714286,1.0,0.0,0.5309285714285714,0.0,0.10622710622710624,1
LP001518,0.0,1.0,1.0,0.0,0.018987654320987653,0.03419972640218878,0.04285714285714286,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.09899876251546855,0.486668916638542,0.3,0.5190685116436045,0.48093148835639554,0.12816666666666665,0.12634098767621244,0.28205128205128205,1
LP001519,1.0,0.0,1.0,0.0,0.12345679012345678,0.03998368013055895,0.32142857142857145,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18858220469741127,0.12360706326075777,0.04,0.8571918395336876,0.14280816046631237,0.1111111111111111,0.01969441735378432,0.015384615384615384,0
LP001520,0.0,1.0,1.0,0.0,0.06,0.01991984064127487,0.17857142857142858,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21480179652411638,0.25342706502636203,0.072,0.8541300527240774,0.14586994727592267,0.09720000000000001,0.017661140172001065,0.0482051282051282,1
LP001528,0.0,0.0,1.0,0.0,0.07749382716049383,0.0,0.16857142857142857,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18381038358734708,0.22972757686793055,0.07627118644067796,1.0,0.0,0.1329872881355932,0.0,0.05258583224684919,0
LP001529,0.0,1.0,1.0,1.0,0.03181481481481482,0.08999928000575995,0.21714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23490156823490155,0.22791212264896477,0.05921052631578947,0.40730203888098626,0.5926979611190137,0.04238486842105263,0.06562031908390535,0.03508771929824561,1
LP001531,0.0,0.0,1.0,0.0,0.1131604938271605,0.0,0.3485714285714286,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26028559652823235,0.15732053240235652,0.036885245901639344,1.0,0.0,0.0939139344262295,0.0,0.012189995796553173,0
LP001532,0.0,1.0,0.0,0.0,0.028160493827160495,0.0,0.16142857142857142,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48438793901310334,0.6321788689171416,0.07964601769911504,1.0,0.0,0.0504646017699115,0.0,0.05604719764011799,0
LP001535,0.0,0.0,1.0,0.0,0.04017283950617284,0.0,0.07142857142857142,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15024243665915454,0.44314689612784264,0.18,1.0,0.0,0.16269999999999998,0.0,0.158974358974359,1
LP001536,0.0,1.0,1.0,0.0,0.4938148148148148,0.0,0.8571428571428571,0.375,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1466703334250023,0.018025450636265906,0.0075,1.0,0.0,0.16666250000000002,0.0,-0.017948717948717947,1
LP001541,0.0,1.0,1.0,0.0,0.07407407407407407,0.0,0.22857142857142856,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2607407407407407,0.24033333333333332,0.05625,1.0,0.0,0.09375,0.0,0.03205128205128205,1
LP001543,0.0,1.0,1.0,0.0,0.11775308641975309,0.0,0.2671428571428571,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.19170103212879475,0.15118473474522962,0.0481283422459893,1.0,0.0,0.12751336898395724,0.0,0.023721376662553133,1
LP001546,0.0,0.0,1.0,0.0,0.03679012345679012,0.049991600067199465,0.17142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2317466587662124,0.2848113766541576,0.075,0.5885838435710053,0.41141615642899465,0.06208333333333333,0.046169873215710616,0.05128205128205128,1
LP001552,0.0,1.0,1.0,0.0,0.05658024691358025,0.13499892000863994,0.36428571428571427,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24425287356321837,0.1412617554858934,0.03529411764705882,0.4489615987460815,0.5510384012539185,0.044931372549019605,0.05867228529855067,0.010558069381598792,1
LP001560,0.0,1.0,0.0,0.0,0.023,0.024983800129598964,0.14,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32996632996632996,0.4965564738292011,0.09183673469387756,0.6415289256198347,0.3584710743801653,0.047525510204081634,0.028253698855195953,0.0685504971219257,1
LP001562,0.0,1.0,1.0,0.0,0.09793827160493827,0.0,0.39285714285714285,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3389498158185918,0.18177234337577208,0.03272727272727273,1.0,0.0,0.07211818181818182,0.0,0.007925407925407925,0
LP001565,0.0,1.0,1.0,0.0,0.0381358024691358,0.030719754241966064,0.17285714285714285,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.27079677526003915,0.3300526436255436,0.0743801652892562,0.7070267795834287,0.2929732204165713,0.06382231404958677,0.028136835880913775,0.050646323373596105,0
LP001570,0.0,1.0,1.0,0.0,0.051444444444444445,0.03472772217822257,0.2257142857142857,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.27518505323991604,0.256857855361596,0.0569620253164557,0.742251514071963,0.25774848592803706,0.06593354430379747,0.024359148456692792,0.03278156442713404,1
LP001572,0.0,1.0,1.0,0.0,0.11509876543209877,0.0,0.10714285714285714,0.375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07865851478422538,0.07733562158103614,0.06,1.0,0.0,0.3107666666666667,0.0,0.035897435897435895,1
LP001574,0.0,1.0,1.0,0.0,0.045765432098765435,0.07598339213286294,0.26,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2589197665583523,0.20980648916048303,0.049450549450549455,0.5393569038265678,0.4606430961734323,0.050920329670329674,0.04626900716979625,0.025077486615948153,1
LP001577,1.0,1.0,1.0,0.0,0.05658024691358025,0.0,0.16,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2389507115669018,0.31464106480471304,0.08035714285714286,1.0,0.0,0.10229910714285713,0.0,0.05677655677655678,0
LP001578,0.0,1.0,1.0,0.0,0.030111111111111113,0.07999136006911944,0.18428571428571427,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21852621852621854,0.24982674982674985,0.06976744186046512,0.42255717255717257,0.5774428274428275,0.047267441860465116,0.06872207456953343,0.04591532498509243,1
LP001579,0.0,0.0,1.0,0.0,0.027617283950617282,0.0,0.09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2753687974966473,0.8594844285501416,0.19047619047619047,1.0,0.0,0.08876984126984126,0.0,0.1697191697191697,0
LP001580,0.0,1.0,1.0,0.0,0.09876543209876543,0.0,0.2857142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24444444444444444,0.18025,0.045,1.0,0.0,0.1,0.0,0.020512820512820513,1
LP001581,0.0,1.0,0.0,0.0,0.022469135802469137,0.042455660354717165,0.1357142857142857,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2588155165474753,0.4017832265254946,0.09473684210526315,0.5071050431875174,0.4928949568124826,0.04789473684210527,0.04952846696935619,0.07152496626180836,1
LP001585,0.0,1.0,1.0,0.0,0.6390493827160494,0.0,1.0,0.625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.13222657968905288,0.023214780184043944,0.010714285714285714,1.0,0.0,0.18486785714285714,0.0,-0.014652014652014652,1
LP001586,0.0,1.0,0.0,0.0,0.04348148148148148,0.0,0.11571428571428571,0.375,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22487223168654172,0.20471323111868256,0.05555555555555556,1.0,0.0,0.1087037037037037,0.0,0.03133903133903134,0
LP001594,0.0,1.0,1.0,0.0,0.07046913580246913,0.13499892000863994,0.2671428571428571,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16133807857093835,0.1272390364422483,0.0481283422459893,0.503661872408012,0.496338127591988,0.07631016042780749,0.08000766177075092,0.023721376662553133,1
LP001603,0.0,1.0,0.0,1.0,0.05362962962962963,0.017663858689130486,0.12428571428571429,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16745406824146983,0.28385826771653544,0.10344827586206898,0.8551181102362204,0.14488188976377953,0.12482758620689655,0.02250138340706409,0.08045977011494253,0
LP001606,0.0,1.0,1.0,0.0,0.04317283950617284,0.04713562291501668,0.1657142857142857,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20769496836151294,0.2640542025270097,0.07758620689655173,0.6403589086247939,0.359641091375206,0.07536637931034483,0.045033339345931254,0.053934571175950484,1
LP001608,0.0,1.0,1.0,0.0,0.025246913580246912,0.03885568915448676,0.1442857142857143,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2695293546821931,0.39355895196506546,0.0891089108910891,0.5581331877729258,0.44186681222707425,0.050618811881188115,0.04263596853523459,0.06575272911906575,1
LP001610,0.0,1.0,1.0,0.0,0.06809876543209877,0.2711978304173567,0.7071428571428572,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.28782112274024735,0.08575166508087535,0.01818181818181818,0.3280209324452902,0.6719790675547098,0.027858585858585857,0.06071890104162469,-0.006993006993006992,0
LP001616,0.0,1.0,1.0,0.0,0.046296296296296294,0.0,0.1657142857142857,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.30245925925925926,0.38453333333333334,0.07758620689655173,1.0,0.0,0.08081896551724138,0.0,0.053934571175950484,1
LP001630,0.0,0.0,0.0,0.0,0.02880246913580247,0.03482372141022872,0.1457142857142857,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2635658914728682,0.5081042988019732,0.11764705882352941,0.6165433403805497,0.3834566596194503,0.0571813725490196,0.03783710487475423,0.09502262443438915,0
LP001633,0.0,1.0,1.0,0.0,0.07901234567901234,0.17399860801113592,0.2571428571428571,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.12893772893772892,0.10564102564102563,0.05,0.46886446886446886,0.5311355311355311,0.08888888888888889,0.10713124685994622,0.02564102564102564,0
LP001634,0.0,0.0,1.0,0.0,0.023654320987654322,0.1215110279117767,0.09571428571428571,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09386890831223829,0.2066198595787362,0.13432835820895522,0.27453789941252327,0.7254621005874767,0.07149253731343283,0.2009943191216539,0.11213164944508229,0
LP001636,0.0,1.0,1.0,0.0,0.056790123456790124,0.0,0.10428571428571429,0.375,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15516908212560387,0.15673913043478263,0.06164383561643836,1.0,0.0,0.15753424657534246,0.0,0.03758342114506498,1
LP001637,0.0,1.0,1.0,0.0,0.41785185185185186,0.0,0.37142857142857144,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07511145252680441,0.04260473911245052,0.03461538461538462,1.0,0.0,0.3254423076923077,0.0,0.009861932938856016,0
LP001639,1.0,1.0,1.0,0.0,0.044753086419753084,0.0,0.15428571428571428,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29131034482758617,0.39779310344827584,0.08333333333333334,1.0,0.0,0.08391203703703703,0.0,0.05982905982905983,1
LP001640,0.0,1.0,1.0,1.0,0.4832962962962963,0.11399908800729594,0.17142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.026729237381445958,0.03284962525912933,0.075,0.8917921498052259,0.10820785019477414,0.8155625000000001,0.1052841563968437,0.05128205128205128,1
